Weather_condition,Service,Price_change_factor
Fine,Men/kids haircut,-6.164628904706467
Fine,Massage,-42.43262309271498
Moderate,Plumber,-14.774458553553957
Extreme,Refrigerator Repair,27.02734278875273
Fine,Men/kids haircut,28.12110396824449
Extreme,AC Repair Service,4.02741961727942
Fine,Home painting,-39.04595130977834
Fine,Full home cleaning,-10.528510505113848
Fine,Kitchen cleaning,-2.4401724100526447
Moderate,Pest control,1.7522329014860192
Extreme,Water Purifier Repair,12.37366066070207
Moderate,Laptop Repair,3.0795380467114835
Moderate,Plumber,-20.529195510961888
Moderate,Washing Machine Repair,-45.55856993759007
Moderate,Chimney Repair,2.823439790418691
Moderate,Chimney Repair,-0.9209269700454101
Fine,Bathroom cleaning,13.400966045325127
Fine,Full home cleaning,6.134246129039406
Fine,Massage,-12.073189199767715
Moderate,Microwave Repair,15.922482475359521
Fine,Kitchen cleaning,-2.7288553918082945
Fine,Full home cleaning,9.60820105324713
Fine,Full home cleaning,-24.596650555263363
Moderate,Plumber,-42.40345665107765
Moderate,Pest control,7.365771843600694
Fine,Hair colour,18.039495033750967
Moderate,Plumber,-6.390117168021922
Fine,Hair colour,-8.329745921800306
Fine,Hair colour,9.240348003328954
Fine,Hair colour,2.223146805541539
Fine,Full home cleaning,19.542708342595393
Fine,Face care,-34.85057612620663
Moderate,Plumber,-28.65660297823191
Fine,Men/kids haircut,-47.81405071729958
Moderate,Carpenter,-32.00187921670371
Fine,Men/kids haircut,-8.972752857676808
Fine,Bathroom cleaning,26.92251143612609
Fine,Men/kids haircut,-31.510485362659853
Moderate,Chimney Repair,-28.858530799375302
Fine,Shave/beard grooming,-13.732116803965926
Fine,Massage,8.052987212586167
Moderate,Laptop Repair,-4.067211080652423
Moderate,Electrician,18.737990515150205
Fine,Bathroom cleaning,-40.274153777932185
Fine,Men/kids haircut,-34.481962921945836
Fine,Face care,-49.966196586794936
Extreme,Refrigerator Repair,11.993998083167272
Fine,Kitchen cleaning,-14.649306586242144
Fine,Hair colour,21.695522807103522
Moderate,Electrician,7.5245035129045545
Fine,Men/kids haircut,2.5018661715104513
Moderate,Washing Machine Repair,18.644214345102014
Fine,Full home cleaning,23.949199548315512
Extreme,Water Purifier Repair,24.991389111661594
Fine,Kitchen cleaning,-9.559642961213067
Moderate,Electrician,-4.268763934709058
Fine,Home painting,5.991555160698729
Moderate,Electrician,6.15008744619734
Fine,Bathroom cleaning,-21.02409675883954
Moderate,Electrician,-7.395501165512814
Fine,Men/kids haircut,19.3705169269947
Moderate,Carpenter,-21.00380488075945
Extreme,Refrigerator Repair,-0.6880452462111852
Extreme,Refrigerator Repair,1.6391829284143804
Fine,Face care,10.290644190303874
Fine,Hair colour,-19.278640686524586
Moderate,Carpenter,-6.408274871914536
Fine,Massage,-14.928640220416883
Fine,Face care,-28.472532002184035
Fine,Face care,-48.74360269594717
Moderate,Microwave Repair,7.015534457170499
Extreme,Refrigerator Repair,-4.256759553077299
Moderate,Electrician,3.881758227502119
Fine,Men/kids haircut,26.70147684310131
Fine,Home painting,-28.892886329030087
Fine,Home painting,34.72706766844285
Fine,Home painting,-35.16803756218253
Moderate,Pest control,10.123000199870773
Moderate,Pest control,-8.469947438512781
Fine,Bathroom cleaning,23.554744703687813
Extreme,AC Repair Service,-22.078219918022825
Moderate,Carpenter,-24.41859910182036
Moderate,Plumber,-14.609026840547203
Fine,Shave/beard grooming,-19.24269687119521
Moderate,Plumber,30.95338118391496
Fine,Men/kids haircut,-1.1536720311972544
Fine,Kitchen cleaning,-32.80864494663226
Moderate,Washing Machine Repair,-24.56954256493017
Fine,Home painting,-11.874747644302133
Moderate,Pest control,-11.150495375603988
Fine,Men/kids haircut,21.020932599662203
Fine,Kitchen cleaning,-4.704066858217805
Fine,Kitchen cleaning,-33.62418089215818
Fine,Massage,31.201071302671043
Moderate,Plumber,6.144967463652788
Fine,Face care,10.4093212809472
Fine,Hair colour,-36.91852676894428
Moderate,Carpenter,-0.23823944664346522
Extreme,Refrigerator Repair,7.628731536496247
Fine,Men/kids haircut,-5.341751536161226
Fine,Massage,-24.937298022140926
Extreme,Water Purifier Repair,-20.82098934139809
Fine,Men/kids haircut,-7.820924021588125
Fine,Full home cleaning,-7.363710414847944
Fine,Hair colour,-8.291751710734825
Moderate,Chimney Repair,0.07245635698205517
Moderate,Electrician,-23.64039360579428
Fine,Massage,17.99440093616586
Extreme,Refrigerator Repair,24.05538211222749
Fine,Men/kids haircut,9.867599662758522
Moderate,Plumber,11.675330461337621
Moderate,Pest control,-7.006882594793241
Fine,Massage,25.86300808364907
Moderate,Carpenter,15.528743704725155
Extreme,Refrigerator Repair,27.0902092120089
Extreme,Refrigerator Repair,9.377418744077024
Fine,Massage,41.65583397816218
Fine,Men/kids haircut,-16.10370508012982
Moderate,Carpenter,0.712815819795575
Fine,Hair colour,-8.050760960243165
Moderate,Laptop Repair,-0.7439541983840641
Moderate,Electrician,-22.774374596879746
Fine,Shave/beard grooming,8.390031521284598
Fine,Bathroom cleaning,7.044382870960901
Fine,Full home cleaning,15.8481663910312
Fine,Hair colour,-22.992455180545612
Moderate,Pest control,-16.808835923680643
Extreme,AC Repair Service,-20.957533701241804
Fine,Massage,17.381156121439986
Moderate,Pest control,-7.49552948119859
Fine,Home painting,8.43468508877338
Fine,Face care,1.04774407085947
Moderate,Washing Machine Repair,42.85976516790736
Fine,Face care,-4.277005332842778
Fine,Shave/beard grooming,-23.180319220561692
Moderate,Pest control,-4.888495230619751
Extreme,AC Repair Service,8.828755041433022
Moderate,Microwave Repair,-4.984117355575194
Fine,Massage,-0.9638018912641154
Extreme,Refrigerator Repair,-8.042470338891846
Moderate,Microwave Repair,-10.146841688619201
Fine,Shave/beard grooming,12.855893042557945
Fine,Men/kids haircut,-12.945817513490532
Fine,Hair colour,8.664326304668853
Moderate,Laptop Repair,30.191787379758633
Extreme,AC Repair Service,-13.180801327833473
Fine,Massage,13.212835251764234
Moderate,Electrician,21.90429342430887
Fine,Home painting,-24.943405406351538
Fine,Full home cleaning,-12.720952269207705
Fine,Kitchen cleaning,6.676960306603947
Fine,Bathroom cleaning,-5.200603390875928
Moderate,Laptop Repair,-29.714906893441928
Fine,Bathroom cleaning,4.136939897235716
Extreme,Water Purifier Repair,-4.267594439175531
Moderate,Laptop Repair,7.624841852343216
Fine,Shave/beard grooming,-5.472843750126687
Fine,Shave/beard grooming,-20.227175029247398
Fine,Face care,-8.122881339092606
Moderate,Carpenter,4.97354212703435
Extreme,AC Repair Service,-14.811259118798594
Fine,Full home cleaning,20.215815417604105
Fine,Home painting,7.2340782066453135
Moderate,Chimney Repair,10.139932780478023
Fine,Bathroom cleaning,26.801642205781434
Fine,Face care,14.705116522321989
Fine,Men/kids haircut,20.064959477279757
Fine,Bathroom cleaning,-13.652859163540477
Fine,Massage,-11.903642838217985
Fine,Full home cleaning,43.91673641541531
Moderate,Electrician,5.926011674012486
Fine,Bathroom cleaning,8.853314657609033
Fine,Hair colour,0.7020992904189356
Fine,Men/kids haircut,-24.974215887851447
Fine,Shave/beard grooming,-16.24425611027338
Fine,Home painting,-28.65229035293688
Extreme,Water Purifier Repair,-13.067404074592142
Fine,Home painting,8.583029679343317
Fine,Kitchen cleaning,-27.544234717980018
Fine,Massage,-13.852862322483222
Fine,Hair colour,9.739430350505385
Extreme,AC Repair Service,32.13854535510205
Moderate,Microwave Repair,5.160100157827378
Moderate,Carpenter,-5.893472848116912
Moderate,Washing Machine Repair,16.70573147561991
Fine,Massage,-9.506676549147166
Moderate,Washing Machine Repair,4.310577626097875
Fine,Face care,-0.9458918622881308
Extreme,Water Purifier Repair,-22.3478507945542
Fine,Kitchen cleaning,-1.9800416762529367
Fine,Home painting,9.806897779895394
Fine,Shave/beard grooming,-2.9987085825389737
Moderate,Chimney Repair,5.605269998221672
Fine,Bathroom cleaning,11.636296091321066
Fine,Shave/beard grooming,-19.62786874177848
Moderate,Electrician,52.76799559722871
Moderate,Plumber,20.589930283633624
Moderate,Microwave Repair,-7.402278581861525
Moderate,Electrician,24.81321426863959
Fine,Men/kids haircut,-9.022036689500405
Moderate,Microwave Repair,-3.6804066775777295
Fine,Kitchen cleaning,20.429591624111172
Fine,Full home cleaning,-13.994371036804761
Fine,Full home cleaning,45.313264579333136
Moderate,Electrician,-2.3341303672845406
Fine,Bathroom cleaning,0.4733362877625592
Extreme,Water Purifier Repair,31.364020214521062
Fine,Shave/beard grooming,-13.104378387211588
Fine,Bathroom cleaning,30.357680381434125
Fine,Shave/beard grooming,-5.311230930214885
Fine,Shave/beard grooming,8.022442574090881
Moderate,Carpenter,22.385130243033426
Fine,Home painting,-16.835175248996517
Fine,Full home cleaning,-12.21442373682234
Moderate,Electrician,-12.064787426555196
Fine,Face care,2.6192693070222246
Fine,Kitchen cleaning,-29.163740224514125
Extreme,AC Repair Service,6.211557134905953
Fine,Men/kids haircut,-18.017639355287212
Fine,Hair colour,4.67609636032247
Fine,Hair colour,-24.441093040187553
Moderate,Microwave Repair,-51.0911996912123
Extreme,Water Purifier Repair,-30.496108074509884
Fine,Full home cleaning,-3.1133719344548334
Moderate,Chimney Repair,-23.61768409224652
Fine,Hair colour,43.14522918482152
Moderate,Electrician,26.264279788159307
Fine,Men/kids haircut,-13.066071002188071
Moderate,Carpenter,0.42578653875630706
Moderate,Laptop Repair,12.012155354906968
Extreme,Water Purifier Repair,-9.726177296763272
Fine,Hair colour,-15.492764828112941
Extreme,AC Repair Service,-26.624322336435352
Fine,Bathroom cleaning,5.79968583612288
Moderate,Carpenter,15.421333198706419
Moderate,Electrician,1.8800664884819371
Moderate,Washing Machine Repair,30.6930180288567
Fine,Hair colour,-3.5411393130869118
Moderate,Plumber,12.460942322337997
Moderate,Washing Machine Repair,42.67943485957444
Fine,Full home cleaning,8.45569742649088
Extreme,AC Repair Service,19.984156461752363
Fine,Face care,-9.920637402359683
Fine,Kitchen cleaning,-42.66252937425313
Fine,Shave/beard grooming,29.429568735854957
Moderate,Pest control,19.909857579563944
Extreme,Refrigerator Repair,-14.396368575331362
Fine,Shave/beard grooming,29.93534345453805
Moderate,Electrician,-18.66349057691518
Moderate,Chimney Repair,8.302908511700412
Moderate,Laptop Repair,40.525986682833306
Fine,Bathroom cleaning,-17.10737048466986
Extreme,AC Repair Service,2.5015825368652207
Fine,Bathroom cleaning,-8.61040517410774
Fine,Shave/beard grooming,26.55729228353641
Moderate,Electrician,8.166096198011253
Moderate,Microwave Repair,-12.051149183815493
Moderate,Washing Machine Repair,-32.28043315613214
Extreme,AC Repair Service,-7.753394552399277
Fine,Massage,-30.422864591736463
Fine,Face care,-15.571607771158963
Moderate,Laptop Repair,-3.039074899596913
Fine,Men/kids haircut,-12.385289177292737
Fine,Massage,32.42532042480526
Fine,Shave/beard grooming,-18.78742429007625
Moderate,Plumber,6.296064833364035
Moderate,Electrician,24.461787900791407
Extreme,Water Purifier Repair,-27.023882378255074
Extreme,Refrigerator Repair,-31.651678023699873
Extreme,Refrigerator Repair,-11.99643961716253
Moderate,Carpenter,12.055116259137167
Moderate,Microwave Repair,-6.683490996090866
Fine,Men/kids haircut,-4.9812935225878245
Extreme,AC Repair Service,-5.758711844388156
Moderate,Pest control,8.4045451937083
Fine,Shave/beard grooming,-6.291718412308944
Moderate,Microwave Repair,6.5355291795363
Moderate,Washing Machine Repair,-14.95494140758385
Moderate,Pest control,6.357229534165379
Moderate,Carpenter,22.325814779941375
Fine,Full home cleaning,-25.10114609596895
Fine,Hair colour,-8.702876184995262
Moderate,Plumber,28.761777457937917
Moderate,Laptop Repair,20.001306280602126
Moderate,Chimney Repair,-27.192941682120644
Fine,Men/kids haircut,-6.194437569126816
Moderate,Electrician,-6.068985982130179
Moderate,Electrician,44.76493392517583
Fine,Shave/beard grooming,-8.508490500413718
Moderate,Microwave Repair,-15.689118898638396
Moderate,Carpenter,-16.24222642459553
Moderate,Plumber,-31.161266246751506
Moderate,Pest control,-5.572073152487681
Extreme,AC Repair Service,-18.441951330808028
Moderate,Washing Machine Repair,17.05484901753344
Moderate,Washing Machine Repair,-5.081148818562809
Fine,Shave/beard grooming,-7.155277767855877
Fine,Shave/beard grooming,-22.99007697360851
Moderate,Laptop Repair,-15.11734659801093
Moderate,Electrician,-52.795743153687525
Extreme,Water Purifier Repair,-28.430228717226274
Fine,Men/kids haircut,9.182706358240093
Fine,Home painting,-15.336521780443814
Fine,Men/kids haircut,0.1148166672217129
Moderate,Laptop Repair,-8.918473032973012
Fine,Shave/beard grooming,-7.296189602097764
Extreme,AC Repair Service,-11.14278438694473
Extreme,AC Repair Service,-1.593605342766934
Moderate,Pest control,9.288174534523286
Fine,Massage,14.919303200503773
Extreme,AC Repair Service,19.450285973410747
Extreme,Refrigerator Repair,15.985392053670093
Extreme,Water Purifier Repair,-6.693267903685446
Fine,Hair colour,16.571007755208974
Moderate,Electrician,56.41490928371682
Fine,Home painting,16.48771014886577
