User ID,Service ID,Service Type,Rating,Review
User_1169,Service_15,Kitchen cleaning,5,"""Satisfactory work."""
User_198,Service_7,Water Purifier Repair,4,"""Could be better."""
User_1770,Service_8,Microwave Repair,2,"""Good job overall."""
User_879,Service_1,Electrician,5,"""Good job overall."""
User_1714,Service_14,Bathroom cleaning,1,"""Good job overall."""
User_1133,Service_3,Carpenter,1,"""Satisfactory work."""
User_750,Service_6,Washing Machine Repair,3,"""Not happy with the service."""
User_1590,Service_8,Microwave Repair,1,"""Satisfactory work."""
User_540,Service_11,Shave/beard grooming,1,"""Not happy with the service."""
User_10,Service_8,Microwave Repair,4,"""Satisfactory work."""
User_931,Service_16,Chimney Repair,2,"""Good job overall."""
User_232,Service_4,AC Repair Service,5,"""Not happy with the service."""
User_243,Service_10,Face care,5,"""Satisfactory work."""
User_1071,Service_9,Men/kids haircut,2,"""Excellent service!"""
User_1276,Service_4,AC Repair Service,3,"""Good job overall."""
User_1485,Service_16,Chimney Repair,4,"""Good job overall."""
User_1554,Service_17,Laptop Repair,5,"""Could be better."""
User_1625,Service_5,Refrigerator Repair,5,"""Excellent service!"""
User_581,Service_3,Carpenter,2,"""Satisfactory work."""
User_586,Service_4,AC Repair Service,2,"""Excellent service!"""
User_1755,Service_8,Microwave Repair,1,"""Not happy with the service."""
User_1865,Service_2,Plumber,4,"""Satisfactory work."""
User_1634,Service_12,Hair colour,3,"""Could be better."""
User_654,Service_9,Men/kids haircut,1,"""Excellent service!"""
User_515,Service_15,Kitchen cleaning,5,"""Excellent service!"""
User_39,Service_14,Bathroom cleaning,3,"""Could be better."""
User_202,Service_17,Laptop Repair,2,"""Good job overall."""
User_1842,Service_9,Men/kids haircut,5,"""Good job overall."""
User_1431,Service_14,Bathroom cleaning,5,"""Could be better."""
User_1350,Service_14,Bathroom cleaning,3,"""Good job overall."""
User_614,Service_14,Bathroom cleaning,4,"""Satisfactory work."""
User_1750,Service_17,Laptop Repair,5,"""Excellent service!"""
User_1835,Service_12,Hair colour,3,"""Could be better."""
User_688,Service_1,Electrician,5,"""Not happy with the service."""
User_1867,Service_11,Shave/beard grooming,1,"""Not happy with the service."""
User_1232,Service_19,Full home cleaning,3,"""Could be better."""
User_368,Service_11,Shave/beard grooming,4,"""Not happy with the service."""
User_1842,Service_13,Massage,2,"""Could be better."""
User_297,Service_9,Men/kids haircut,1,"""Not happy with the service."""
User_89,Service_10,Face care,1,"""Excellent service!"""
User_1760,Service_18,Pest control,4,"""Could be better."""
User_12,Service_18,Pest control,5,"""Good job overall."""
User_629,Service_10,Face care,1,"""Not happy with the service."""
User_1563,Service_4,AC Repair Service,5,"""Good job overall."""
User_546,Service_19,Full home cleaning,1,"""Satisfactory work."""
User_1552,Service_17,Laptop Repair,1,"""Excellent service!"""
User_1413,Service_18,Pest control,1,"""Could be better."""
User_1552,Service_18,Pest control,1,"""Excellent service!"""
User_236,Service_13,Massage,4,"""Excellent service!"""
User_1684,Service_4,AC Repair Service,4,"""Excellent service!"""
User_1647,Service_5,Refrigerator Repair,1,"""Excellent service!"""
User_55,Service_15,Kitchen cleaning,4,"""Could be better."""
User_1222,Service_4,AC Repair Service,2,"""Good job overall."""
User_355,Service_7,Water Purifier Repair,4,"""Not happy with the service."""
User_268,Service_1,Electrician,2,"""Good job overall."""
User_267,Service_3,Carpenter,2,"""Could be better."""
User_456,Service_15,Kitchen cleaning,2,"""Excellent service!"""
User_256,Service_10,Face care,1,"""Good job overall."""
User_831,Service_14,Bathroom cleaning,1,"""Satisfactory work."""
User_1965,Service_1,Electrician,3,"""Good job overall."""
User_1014,Service_8,Microwave Repair,1,"""Could be better."""
User_533,Service_3,Carpenter,1,"""Not happy with the service."""
User_1198,Service_17,Laptop Repair,4,"""Not happy with the service."""
User_1060,Service_4,AC Repair Service,2,"""Good job overall."""
User_985,Service_18,Pest control,5,"""Good job overall."""
User_1166,Service_7,Water Purifier Repair,4,"""Excellent service!"""
User_300,Service_15,Kitchen cleaning,5,"""Could be better."""
User_1511,Service_19,Full home cleaning,2,"""Could be better."""
User_1417,Service_8,Microwave Repair,3,"""Good job overall."""
User_978,Service_19,Full home cleaning,1,"""Satisfactory work."""
User_568,Service_17,Laptop Repair,5,"""Satisfactory work."""
User_1945,Service_13,Massage,3,"""Good job overall."""
User_1636,Service_3,Carpenter,2,"""Could be better."""
User_508,Service_6,Washing Machine Repair,4,"""Satisfactory work."""
User_108,Service_14,Bathroom cleaning,2,"""Not happy with the service."""
User_754,Service_3,Carpenter,2,"""Could be better."""
User_1823,Service_3,Carpenter,2,"""Good job overall."""
User_268,Service_5,Refrigerator Repair,5,"""Satisfactory work."""
User_1513,Service_9,Men/kids haircut,5,"""Good job overall."""
User_34,Service_5,Refrigerator Repair,1,"""Good job overall."""
User_724,Service_4,AC Repair Service,1,"""Excellent service!"""
User_970,Service_8,Microwave Repair,2,"""Could be better."""
User_43,Service_12,Hair colour,2,"""Satisfactory work."""
User_688,Service_11,Shave/beard grooming,3,"""Excellent service!"""
User_84,Service_1,Electrician,4,"""Good job overall."""
User_140,Service_17,Laptop Repair,1,"""Not happy with the service."""
User_1193,Service_4,AC Repair Service,3,"""Excellent service!"""
User_897,Service_18,Pest control,4,"""Good job overall."""
User_625,Service_17,Laptop Repair,3,"""Good job overall."""
User_1833,Service_7,Water Purifier Repair,1,"""Not happy with the service."""
User_1149,Service_4,AC Repair Service,3,"""Good job overall."""
User_623,Service_5,Refrigerator Repair,1,"""Excellent service!"""
User_1525,Service_6,Washing Machine Repair,3,"""Excellent service!"""
User_1888,Service_18,Pest control,5,"""Satisfactory work."""
User_147,Service_3,Carpenter,4,"""Not happy with the service."""
User_525,Service_20,Home painting,1,"""Satisfactory work."""
User_630,Service_16,Chimney Repair,2,"""Good job overall."""
User_1036,Service_9,Men/kids haircut,2,"""Excellent service!"""
User_421,Service_19,Full home cleaning,2,"""Satisfactory work."""
User_1338,Service_12,Hair colour,1,"""Excellent service!"""
User_1065,Service_14,Bathroom cleaning,3,"""Could be better."""
User_1164,Service_7,Water Purifier Repair,5,"""Good job overall."""
User_960,Service_5,Refrigerator Repair,1,"""Not happy with the service."""
User_1553,Service_6,Washing Machine Repair,2,"""Excellent service!"""
User_415,Service_9,Men/kids haircut,5,"""Could be better."""
User_103,Service_18,Pest control,2,"""Excellent service!"""
User_512,Service_7,Water Purifier Repair,3,"""Excellent service!"""
User_1389,Service_20,Home painting,3,"""Satisfactory work."""
User_1903,Service_6,Washing Machine Repair,1,"""Satisfactory work."""
User_608,Service_4,AC Repair Service,1,"""Excellent service!"""
User_1507,Service_10,Face care,1,"""Not happy with the service."""
User_480,Service_12,Hair colour,2,"""Not happy with the service."""
User_875,Service_4,AC Repair Service,1,"""Satisfactory work."""
User_623,Service_6,Washing Machine Repair,2,"""Satisfactory work."""
User_1332,Service_5,Refrigerator Repair,1,"""Good job overall."""
User_240,Service_12,Hair colour,1,"""Not happy with the service."""
User_1797,Service_2,Plumber,4,"""Good job overall."""
User_1356,Service_11,Shave/beard grooming,1,"""Could be better."""
User_599,Service_6,Washing Machine Repair,2,"""Satisfactory work."""
User_882,Service_15,Kitchen cleaning,2,"""Not happy with the service."""
User_1572,Service_19,Full home cleaning,5,"""Satisfactory work."""
User_66,Service_16,Chimney Repair,2,"""Excellent service!"""
User_1474,Service_1,Electrician,1,"""Satisfactory work."""
User_1178,Service_7,Water Purifier Repair,5,"""Good job overall."""
User_830,Service_18,Pest control,2,"""Good job overall."""
User_83,Service_20,Home painting,5,"""Satisfactory work."""
User_1656,Service_10,Face care,4,"""Not happy with the service."""
User_392,Service_1,Electrician,1,"""Good job overall."""
User_854,Service_1,Electrician,5,"""Good job overall."""
User_394,Service_9,Men/kids haircut,3,"""Good job overall."""
User_1585,Service_17,Laptop Repair,2,"""Could be better."""
User_1073,Service_10,Face care,4,"""Good job overall."""
User_1224,Service_9,Men/kids haircut,4,"""Good job overall."""
User_1664,Service_20,Home painting,1,"""Excellent service!"""
User_1672,Service_16,Chimney Repair,2,"""Excellent service!"""
User_1618,Service_10,Face care,1,"""Satisfactory work."""
User_1525,Service_1,Electrician,5,"""Could be better."""
User_690,Service_14,Bathroom cleaning,3,"""Excellent service!"""
User_711,Service_15,Kitchen cleaning,1,"""Could be better."""
User_1345,Service_13,Massage,2,"""Excellent service!"""
User_1884,Service_8,Microwave Repair,1,"""Not happy with the service."""
User_1452,Service_8,Microwave Repair,4,"""Excellent service!"""
User_1883,Service_15,Kitchen cleaning,2,"""Good job overall."""
User_971,Service_5,Refrigerator Repair,3,"""Could be better."""
User_51,Service_9,Men/kids haircut,4,"""Could be better."""
User_629,Service_18,Pest control,4,"""Could be better."""
User_1346,Service_14,Bathroom cleaning,3,"""Not happy with the service."""
User_73,Service_19,Full home cleaning,2,"""Satisfactory work."""
User_1926,Service_17,Laptop Repair,5,"""Satisfactory work."""
User_704,Service_1,Electrician,3,"""Satisfactory work."""
User_442,Service_17,Laptop Repair,1,"""Satisfactory work."""
User_1704,Service_14,Bathroom cleaning,5,"""Could be better."""
User_1685,Service_14,Bathroom cleaning,3,"""Not happy with the service."""
User_1321,Service_8,Microwave Repair,1,"""Not happy with the service."""
User_344,Service_7,Water Purifier Repair,3,"""Not happy with the service."""
User_1163,Service_5,Refrigerator Repair,5,"""Good job overall."""
User_835,Service_11,Shave/beard grooming,3,"""Satisfactory work."""
User_958,Service_17,Laptop Repair,2,"""Excellent service!"""
User_1238,Service_2,Plumber,3,"""Good job overall."""
User_420,Service_17,Laptop Repair,4,"""Satisfactory work."""
User_1487,Service_5,Refrigerator Repair,2,"""Not happy with the service."""
User_1725,Service_18,Pest control,5,"""Satisfactory work."""
User_94,Service_3,Carpenter,2,"""Good job overall."""
User_1991,Service_2,Plumber,2,"""Good job overall."""
User_1640,Service_18,Pest control,1,"""Not happy with the service."""
User_1975,Service_10,Face care,5,"""Not happy with the service."""
User_113,Service_7,Water Purifier Repair,3,"""Not happy with the service."""
User_1560,Service_3,Carpenter,3,"""Good job overall."""
User_528,Service_14,Bathroom cleaning,3,"""Satisfactory work."""
User_52,Service_3,Carpenter,5,"""Good job overall."""
User_302,Service_11,Shave/beard grooming,2,"""Good job overall."""
User_187,Service_12,Hair colour,5,"""Satisfactory work."""
User_828,Service_11,Shave/beard grooming,4,"""Could be better."""
User_1675,Service_2,Plumber,1,"""Excellent service!"""
User_451,Service_13,Massage,4,"""Satisfactory work."""
User_1617,Service_18,Pest control,1,"""Excellent service!"""
User_957,Service_2,Plumber,3,"""Excellent service!"""
User_373,Service_18,Pest control,2,"""Excellent service!"""
User_1012,Service_13,Massage,3,"""Could be better."""
User_1213,Service_4,AC Repair Service,2,"""Good job overall."""
User_469,Service_14,Bathroom cleaning,1,"""Could be better."""
User_888,Service_5,Refrigerator Repair,1,"""Excellent service!"""
User_600,Service_16,Chimney Repair,5,"""Good job overall."""
User_1193,Service_16,Chimney Repair,5,"""Could be better."""
User_1537,Service_11,Shave/beard grooming,3,"""Excellent service!"""
User_1623,Service_11,Shave/beard grooming,4,"""Satisfactory work."""
User_1599,Service_17,Laptop Repair,2,"""Could be better."""
User_1250,Service_15,Kitchen cleaning,1,"""Not happy with the service."""
User_730,Service_4,AC Repair Service,4,"""Not happy with the service."""
User_1351,Service_10,Face care,2,"""Not happy with the service."""
User_900,Service_6,Washing Machine Repair,1,"""Could be better."""
User_707,Service_11,Shave/beard grooming,5,"""Could be better."""
User_1587,Service_2,Plumber,1,"""Not happy with the service."""
User_1463,Service_14,Bathroom cleaning,3,"""Could be better."""
User_1057,Service_15,Kitchen cleaning,2,"""Satisfactory work."""
User_38,Service_16,Chimney Repair,5,"""Not happy with the service."""
User_1159,Service_19,Full home cleaning,3,"""Good job overall."""
User_1748,Service_11,Shave/beard grooming,4,"""Satisfactory work."""
User_990,Service_18,Pest control,3,"""Not happy with the service."""
User_1428,Service_18,Pest control,5,"""Good job overall."""
User_846,Service_8,Microwave Repair,1,"""Could be better."""
User_1427,Service_6,Washing Machine Repair,3,"""Excellent service!"""
User_1323,Service_8,Microwave Repair,3,"""Could be better."""
User_501,Service_14,Bathroom cleaning,5,"""Excellent service!"""
User_386,Service_4,AC Repair Service,1,"""Good job overall."""
User_751,Service_2,Plumber,2,"""Could be better."""
User_1880,Service_17,Laptop Repair,1,"""Good job overall."""
User_708,Service_1,Electrician,3,"""Could be better."""
User_1059,Service_10,Face care,4,"""Excellent service!"""
User_1110,Service_5,Refrigerator Repair,4,"""Excellent service!"""
User_1677,Service_7,Water Purifier Repair,1,"""Excellent service!"""
User_1378,Service_20,Home painting,2,"""Good job overall."""
User_655,Service_3,Carpenter,1,"""Not happy with the service."""
User_1069,Service_8,Microwave Repair,2,"""Satisfactory work."""
User_1190,Service_20,Home painting,5,"""Could be better."""
User_107,Service_5,Refrigerator Repair,1,"""Satisfactory work."""
User_851,Service_15,Kitchen cleaning,5,"""Could be better."""
User_905,Service_14,Bathroom cleaning,4,"""Good job overall."""
User_1650,Service_14,Bathroom cleaning,5,"""Could be better."""
User_1499,Service_2,Plumber,5,"""Not happy with the service."""
User_374,Service_10,Face care,5,"""Could be better."""
User_1407,Service_16,Chimney Repair,4,"""Satisfactory work."""
User_325,Service_7,Water Purifier Repair,1,"""Excellent service!"""
User_463,Service_14,Bathroom cleaning,5,"""Good job overall."""
User_80,Service_5,Refrigerator Repair,3,"""Good job overall."""
User_977,Service_17,Laptop Repair,3,"""Satisfactory work."""
User_467,Service_13,Massage,3,"""Satisfactory work."""
User_1002,Service_14,Bathroom cleaning,1,"""Could be better."""
User_1338,Service_5,Refrigerator Repair,2,"""Could be better."""
User_414,Service_5,Refrigerator Repair,4,"""Excellent service!"""
User_259,Service_7,Water Purifier Repair,1,"""Excellent service!"""
User_639,Service_19,Full home cleaning,5,"""Satisfactory work."""
User_1794,Service_14,Bathroom cleaning,4,"""Not happy with the service."""
User_1608,Service_7,Water Purifier Repair,3,"""Excellent service!"""
User_1846,Service_17,Laptop Repair,4,"""Satisfactory work."""
User_1452,Service_7,Water Purifier Repair,2,"""Satisfactory work."""
User_117,Service_4,AC Repair Service,2,"""Good job overall."""
User_1674,Service_5,Refrigerator Repair,2,"""Not happy with the service."""
User_951,Service_5,Refrigerator Repair,4,"""Excellent service!"""
User_1487,Service_17,Laptop Repair,4,"""Not happy with the service."""
User_1728,Service_18,Pest control,1,"""Good job overall."""
User_499,Service_3,Carpenter,4,"""Satisfactory work."""
User_1481,Service_10,Face care,1,"""Satisfactory work."""
User_1354,Service_10,Face care,4,"""Good job overall."""
User_513,Service_20,Home painting,3,"""Good job overall."""
User_1608,Service_4,AC Repair Service,3,"""Could be better."""
User_1460,Service_10,Face care,2,"""Excellent service!"""
User_1873,Service_19,Full home cleaning,2,"""Not happy with the service."""
User_1886,Service_20,Home painting,2,"""Satisfactory work."""
User_1015,Service_17,Laptop Repair,5,"""Not happy with the service."""
User_1807,Service_2,Plumber,5,"""Not happy with the service."""
User_69,Service_6,Washing Machine Repair,2,"""Satisfactory work."""
User_564,Service_4,AC Repair Service,3,"""Excellent service!"""
User_975,Service_11,Shave/beard grooming,2,"""Satisfactory work."""
User_1573,Service_7,Water Purifier Repair,5,"""Good job overall."""
User_879,Service_8,Microwave Repair,4,"""Satisfactory work."""
User_1178,Service_17,Laptop Repair,3,"""Not happy with the service."""
User_1221,Service_20,Home painting,5,"""Could be better."""
User_1283,Service_7,Water Purifier Repair,1,"""Not happy with the service."""
User_829,Service_12,Hair colour,3,"""Good job overall."""
User_320,Service_5,Refrigerator Repair,2,"""Excellent service!"""
User_1286,Service_19,Full home cleaning,1,"""Not happy with the service."""
User_968,Service_17,Laptop Repair,5,"""Good job overall."""
User_1525,Service_6,Washing Machine Repair,5,"""Good job overall."""
User_1658,Service_20,Home painting,2,"""Good job overall."""
User_1578,Service_8,Microwave Repair,3,"""Good job overall."""
User_938,Service_18,Pest control,2,"""Not happy with the service."""
User_1503,Service_17,Laptop Repair,1,"""Could be better."""
User_968,Service_10,Face care,3,"""Could be better."""
User_1950,Service_14,Bathroom cleaning,2,"""Not happy with the service."""
User_382,Service_15,Kitchen cleaning,1,"""Good job overall."""
User_441,Service_12,Hair colour,5,"""Excellent service!"""
User_935,Service_4,AC Repair Service,4,"""Could be better."""
User_1060,Service_18,Pest control,5,"""Satisfactory work."""
User_1908,Service_16,Chimney Repair,2,"""Not happy with the service."""
User_760,Service_14,Bathroom cleaning,2,"""Good job overall."""
User_904,Service_18,Pest control,4,"""Satisfactory work."""
User_1028,Service_1,Electrician,5,"""Could be better."""
User_1399,Service_17,Laptop Repair,3,"""Satisfactory work."""
User_1735,Service_19,Full home cleaning,4,"""Could be better."""
User_1370,Service_1,Electrician,1,"""Satisfactory work."""
User_340,Service_19,Full home cleaning,2,"""Good job overall."""
User_554,Service_11,Shave/beard grooming,2,"""Satisfactory work."""
User_1726,Service_19,Full home cleaning,5,"""Good job overall."""
User_716,Service_15,Kitchen cleaning,4,"""Could be better."""
User_1925,Service_17,Laptop Repair,3,"""Excellent service!"""
User_1421,Service_7,Water Purifier Repair,2,"""Not happy with the service."""
User_1578,Service_19,Full home cleaning,3,"""Not happy with the service."""
User_263,Service_7,Water Purifier Repair,5,"""Good job overall."""
User_1602,Service_9,Men/kids haircut,3,"""Good job overall."""
User_1708,Service_3,Carpenter,4,"""Excellent service!"""
User_1409,Service_4,AC Repair Service,2,"""Could be better."""
User_1953,Service_7,Water Purifier Repair,4,"""Not happy with the service."""
User_97,Service_13,Massage,4,"""Good job overall."""
User_812,Service_19,Full home cleaning,2,"""Satisfactory work."""
User_1381,Service_1,Electrician,2,"""Satisfactory work."""
User_1419,Service_14,Bathroom cleaning,3,"""Not happy with the service."""
User_1033,Service_20,Home painting,3,"""Good job overall."""
User_606,Service_4,AC Repair Service,2,"""Not happy with the service."""
User_176,Service_7,Water Purifier Repair,4,"""Excellent service!"""
User_1134,Service_20,Home painting,4,"""Not happy with the service."""
User_776,Service_5,Refrigerator Repair,2,"""Excellent service!"""
User_1843,Service_2,Plumber,5,"""Good job overall."""
User_722,Service_2,Plumber,4,"""Satisfactory work."""
User_61,Service_9,Men/kids haircut,4,"""Excellent service!"""
User_389,Service_5,Refrigerator Repair,2,"""Not happy with the service."""
User_1771,Service_17,Laptop Repair,4,"""Excellent service!"""
User_1857,Service_20,Home painting,2,"""Excellent service!"""
User_444,Service_17,Laptop Repair,5,"""Satisfactory work."""
User_1053,Service_3,Carpenter,5,"""Not happy with the service."""
User_1708,Service_3,Carpenter,5,"""Satisfactory work."""
User_1707,Service_18,Pest control,4,"""Excellent service!"""
User_1258,Service_8,Microwave Repair,4,"""Not happy with the service."""
User_90,Service_18,Pest control,1,"""Good job overall."""
User_72,Service_3,Carpenter,3,"""Not happy with the service."""
User_1976,Service_14,Bathroom cleaning,2,"""Excellent service!"""
User_27,Service_16,Chimney Repair,5,"""Good job overall."""
User_23,Service_1,Electrician,5,"""Good job overall."""
User_1367,Service_11,Shave/beard grooming,4,"""Excellent service!"""
User_1382,Service_18,Pest control,4,"""Satisfactory work."""
User_156,Service_5,Refrigerator Repair,1,"""Excellent service!"""
User_1664,Service_7,Water Purifier Repair,4,"""Not happy with the service."""
User_1026,Service_14,Bathroom cleaning,4,"""Satisfactory work."""
User_1169,Service_11,Shave/beard grooming,1,"""Not happy with the service."""
User_548,Service_12,Hair colour,3,"""Satisfactory work."""
User_334,Service_20,Home painting,1,"""Could be better."""
User_703,Service_8,Microwave Repair,1,"""Good job overall."""
User_230,Service_6,Washing Machine Repair,5,"""Could be better."""
User_1046,Service_4,AC Repair Service,3,"""Could be better."""
User_1256,Service_16,Chimney Repair,3,"""Could be better."""
User_1787,Service_10,Face care,4,"""Could be better."""
User_1689,Service_9,Men/kids haircut,3,"""Could be better."""
User_727,Service_14,Bathroom cleaning,5,"""Excellent service!"""
User_1061,Service_18,Pest control,4,"""Good job overall."""
User_1699,Service_2,Plumber,3,"""Excellent service!"""
User_204,Service_17,Laptop Repair,1,"""Satisfactory work."""
User_1569,Service_3,Carpenter,2,"""Satisfactory work."""
User_1495,Service_19,Full home cleaning,4,"""Could be better."""
User_549,Service_3,Carpenter,2,"""Excellent service!"""
User_997,Service_16,Chimney Repair,4,"""Satisfactory work."""
User_1754,Service_20,Home painting,3,"""Excellent service!"""
User_789,Service_14,Bathroom cleaning,5,"""Satisfactory work."""
User_1850,Service_16,Chimney Repair,5,"""Not happy with the service."""
User_417,Service_9,Men/kids haircut,5,"""Good job overall."""
User_1807,Service_15,Kitchen cleaning,4,"""Satisfactory work."""
User_291,Service_9,Men/kids haircut,4,"""Not happy with the service."""
User_545,Service_6,Washing Machine Repair,1,"""Good job overall."""
User_762,Service_1,Electrician,1,"""Excellent service!"""
User_1703,Service_10,Face care,3,"""Satisfactory work."""
User_607,Service_14,Bathroom cleaning,2,"""Excellent service!"""
User_619,Service_16,Chimney Repair,4,"""Good job overall."""
User_1873,Service_12,Hair colour,5,"""Not happy with the service."""
User_838,Service_8,Microwave Repair,1,"""Not happy with the service."""
User_414,Service_12,Hair colour,3,"""Not happy with the service."""
User_1335,Service_3,Carpenter,5,"""Could be better."""
User_1176,Service_3,Carpenter,4,"""Excellent service!"""
User_1198,Service_11,Shave/beard grooming,5,"""Satisfactory work."""
User_1589,Service_17,Laptop Repair,5,"""Could be better."""
User_1552,Service_2,Plumber,5,"""Not happy with the service."""
User_964,Service_3,Carpenter,1,"""Excellent service!"""
User_667,Service_15,Kitchen cleaning,5,"""Not happy with the service."""
User_1084,Service_6,Washing Machine Repair,1,"""Good job overall."""
User_1856,Service_15,Kitchen cleaning,3,"""Satisfactory work."""
User_1056,Service_15,Kitchen cleaning,3,"""Satisfactory work."""
User_913,Service_10,Face care,4,"""Good job overall."""
User_1531,Service_12,Hair colour,2,"""Excellent service!"""
User_88,Service_10,Face care,2,"""Excellent service!"""
User_965,Service_20,Home painting,3,"""Not happy with the service."""
User_1465,Service_12,Hair colour,5,"""Satisfactory work."""
User_1122,Service_6,Washing Machine Repair,2,"""Could be better."""
User_86,Service_20,Home painting,3,"""Good job overall."""
User_239,Service_8,Microwave Repair,3,"""Excellent service!"""
User_666,Service_19,Full home cleaning,5,"""Satisfactory work."""
User_1564,Service_3,Carpenter,1,"""Satisfactory work."""
User_1514,Service_17,Laptop Repair,3,"""Excellent service!"""
User_1782,Service_17,Laptop Repair,4,"""Excellent service!"""
User_1379,Service_1,Electrician,5,"""Could be better."""
User_1639,Service_12,Hair colour,4,"""Good job overall."""
User_500,Service_8,Microwave Repair,4,"""Excellent service!"""
User_1560,Service_8,Microwave Repair,3,"""Excellent service!"""
User_1391,Service_17,Laptop Repair,2,"""Not happy with the service."""
User_432,Service_2,Plumber,2,"""Not happy with the service."""
User_996,Service_1,Electrician,2,"""Not happy with the service."""
User_1569,Service_20,Home painting,4,"""Satisfactory work."""
User_547,Service_2,Plumber,4,"""Good job overall."""
User_888,Service_11,Shave/beard grooming,2,"""Could be better."""
User_755,Service_19,Full home cleaning,3,"""Not happy with the service."""
User_971,Service_17,Laptop Repair,4,"""Good job overall."""
User_898,Service_17,Laptop Repair,2,"""Good job overall."""
User_1472,Service_3,Carpenter,3,"""Satisfactory work."""
User_1565,Service_9,Men/kids haircut,3,"""Could be better."""
User_1058,Service_18,Pest control,2,"""Excellent service!"""
User_231,Service_6,Washing Machine Repair,1,"""Not happy with the service."""
User_1221,Service_6,Washing Machine Repair,4,"""Good job overall."""
User_1370,Service_6,Washing Machine Repair,4,"""Not happy with the service."""
User_1276,Service_19,Full home cleaning,1,"""Satisfactory work."""
User_1411,Service_5,Refrigerator Repair,3,"""Satisfactory work."""
User_1048,Service_4,AC Repair Service,1,"""Satisfactory work."""
User_795,Service_2,Plumber,3,"""Excellent service!"""
User_100,Service_14,Bathroom cleaning,3,"""Could be better."""
User_1350,Service_18,Pest control,5,"""Satisfactory work."""
User_25,Service_2,Plumber,4,"""Could be better."""
User_175,Service_20,Home painting,4,"""Not happy with the service."""
User_1129,Service_6,Washing Machine Repair,3,"""Good job overall."""
User_1069,Service_20,Home painting,5,"""Good job overall."""
User_1679,Service_11,Shave/beard grooming,3,"""Not happy with the service."""
User_1951,Service_13,Massage,5,"""Excellent service!"""
User_1192,Service_18,Pest control,4,"""Good job overall."""
User_299,Service_19,Full home cleaning,5,"""Good job overall."""
User_403,Service_12,Hair colour,3,"""Not happy with the service."""
User_2,Service_17,Laptop Repair,2,"""Could be better."""
User_80,Service_20,Home painting,2,"""Excellent service!"""
User_664,Service_8,Microwave Repair,4,"""Good job overall."""
User_633,Service_3,Carpenter,4,"""Could be better."""
User_893,Service_11,Shave/beard grooming,5,"""Good job overall."""
User_584,Service_2,Plumber,4,"""Satisfactory work."""
User_1037,Service_13,Massage,2,"""Excellent service!"""
User_1648,Service_15,Kitchen cleaning,1,"""Not happy with the service."""
User_845,Service_7,Water Purifier Repair,5,"""Not happy with the service."""
User_581,Service_6,Washing Machine Repair,4,"""Could be better."""
User_1861,Service_18,Pest control,2,"""Could be better."""
User_1283,Service_17,Laptop Repair,5,"""Could be better."""
User_1080,Service_7,Water Purifier Repair,2,"""Excellent service!"""
User_739,Service_6,Washing Machine Repair,3,"""Could be better."""
User_1305,Service_16,Chimney Repair,1,"""Good job overall."""
User_1812,Service_7,Water Purifier Repair,2,"""Not happy with the service."""
User_467,Service_18,Pest control,1,"""Excellent service!"""
User_893,Service_18,Pest control,2,"""Good job overall."""
User_1199,Service_19,Full home cleaning,3,"""Good job overall."""
User_217,Service_18,Pest control,3,"""Good job overall."""
User_1026,Service_2,Plumber,2,"""Excellent service!"""
User_645,Service_8,Microwave Repair,3,"""Not happy with the service."""
User_1766,Service_20,Home painting,5,"""Satisfactory work."""
User_443,Service_10,Face care,1,"""Could be better."""
User_1538,Service_17,Laptop Repair,3,"""Excellent service!"""
User_231,Service_5,Refrigerator Repair,4,"""Excellent service!"""
User_427,Service_2,Plumber,1,"""Excellent service!"""
User_1646,Service_3,Carpenter,4,"""Good job overall."""
User_1907,Service_10,Face care,4,"""Satisfactory work."""
User_554,Service_11,Shave/beard grooming,5,"""Excellent service!"""
User_604,Service_6,Washing Machine Repair,5,"""Satisfactory work."""
User_18,Service_14,Bathroom cleaning,4,"""Satisfactory work."""
User_996,Service_3,Carpenter,3,"""Not happy with the service."""
User_1309,Service_3,Carpenter,1,"""Not happy with the service."""
User_154,Service_1,Electrician,1,"""Excellent service!"""
User_377,Service_1,Electrician,2,"""Could be better."""
User_520,Service_12,Hair colour,5,"""Not happy with the service."""
User_318,Service_7,Water Purifier Repair,2,"""Good job overall."""
User_635,Service_14,Bathroom cleaning,5,"""Satisfactory work."""
User_304,Service_18,Pest control,5,"""Not happy with the service."""
User_983,Service_19,Full home cleaning,3,"""Satisfactory work."""
User_771,Service_5,Refrigerator Repair,4,"""Not happy with the service."""
User_1684,Service_16,Chimney Repair,3,"""Excellent service!"""
User_1411,Service_13,Massage,5,"""Could be better."""
User_1919,Service_6,Washing Machine Repair,1,"""Excellent service!"""
User_1655,Service_8,Microwave Repair,2,"""Not happy with the service."""
User_304,Service_1,Electrician,4,"""Not happy with the service."""
User_499,Service_1,Electrician,4,"""Could be better."""
User_983,Service_2,Plumber,2,"""Good job overall."""
User_1362,Service_12,Hair colour,5,"""Not happy with the service."""
User_850,Service_2,Plumber,3,"""Could be better."""
User_1520,Service_20,Home painting,4,"""Good job overall."""
User_787,Service_12,Hair colour,3,"""Good job overall."""
User_1590,Service_9,Men/kids haircut,4,"""Not happy with the service."""
User_207,Service_17,Laptop Repair,1,"""Excellent service!"""
User_1393,Service_7,Water Purifier Repair,2,"""Not happy with the service."""
User_786,Service_2,Plumber,3,"""Excellent service!"""
User_1544,Service_12,Hair colour,3,"""Excellent service!"""
